Number,Name,Eruption Number,Category,Country,VEI,Start Year Modifier,Start Year,Start Year Uncertainty,Start Month,Start Day Modifier,Start Day,Start Day Uncertainty,Evidence Method (dating),End Year Modifier,End Year,End Year Uncertainty,End Month,End Day Modifier,End Day,End Day Uncertainty
341030,Ceboruco,10383,Confirmed Eruption,Mexico,3,,1870,,2,,21,,Historical Observations,,1875,,0,,0,
233020,"Fournaise, Piton de la",14289,Uncertain Eruption,France,0,,1870,,2,,1,30,,,,,,,,
332020,Mauna Loa,10197,Uncertain Eruption,United States,0,,1870,,1,?,1,,,,1870,,1,?,15,
341040,Colima,10440,Confirmed Eruption,Mexico,0,,1870,,0,,0,,Historical Observations,,1871,,0,,0,
321030,Rainier,20499,Uncertain Eruption,United States,2,,1870,,0,,0,,,,,,,,,
321010,Baker,20464,Confirmed Eruption,United States,2,,1870,,0,,0,,Historical Observations,,,,,,,
284010,Izu-Oshima,18205,Confirmed Eruption,Japan,2,,1870,,0,,0,,Historical Observations,,,,,,,
257040,Ambrym,15242,Uncertain Eruption,Vanuatu,,,1870,,0,,0,,,,,,,,,
257030,Ambae,15234,Confirmed Eruption,Vanuatu,2,?,1870,,0,,0,,Historical Observations,,,,,,,
264250,Iliwerung,16337,Confirmed Eruption,Indonesia,3,,1870,,0,,0,,Historical Observations,,,,,,,
268060,Gamalama,16650,Discredited Eruption,Indonesia,,,1870,,0,,0,,,,,,,,,
344090,Momotombo,10996,Confirmed Eruption,Nicaragua,2,,1870,,0,,0,,Historical Observations,,,,,,,
352050,Cotopaxi,11575,Confirmed Eruption,Ecuador,2,,1870,,0,,0,,Historical Observations,,1876,,0,,0,
351060,Purace,11322,Confirmed Eruption,Colombia,3,,1869,,10,,4,,Historical Observations,,1869,,11,,0,
354020,Ubinas,11789,Confirmed Eruption,Peru,2,,1869,,10,,0,,Historical Observations,,,,,,,
211060,Etna,13746,Confirmed Eruption,Italy,0,,1869,,9,,26,,Historical Observations,,1869,,9,,26,
263320,Lamongan,16083,Confirmed Eruption,Indonesia,2,,1869,,9,,12,,Historical Observations,,,,,,,
354010,"Misti, El",11772,Uncertain Eruption,Peru,1,,1869,,9,,0,,,,,,,,,
355030,Isluga,11825,Confirmed Eruption,Chile,2,,1869,,8,,0,,Historical Observations,,,,,,,
241080,Tongariro,13434,Confirmed Eruption,New Zealand,2,,1869,,8,,0,,Historical Observations,,,,,,,
352020,Guagua Pichincha,11489,Confirmed Eruption,Ecuador,2,,1869,,7,,22,,Historical Observations,,1869,,8,,24,
264180,Lewotobi,16285,Confirmed Eruption,Indonesia,2,,1869,,7,,7,,Historical Observations,,1869,,7,,27,
352050,Cotopaxi,11574,Confirmed Eruption,Ecuador,3,,1869,,7,,0,,Historical Observations,,1869,,8,,0,
341040,Colima,10439,Confirmed Eruption,Mexico,3,,1869,,6,,12,,Historical Observations,,1869,,8,>,24,
321010,Baker,20463,Uncertain Eruption,United States,,,1869,,6,,0,,,,,,,,,
284070,Myojinsho,18309,Confirmed Eruption,Japan,0,,1869,,5,,6,,,,,,,,,
283110,Asamayama,17752,Confirmed Eruption,Japan,2,,1869,,5,,0,,Historical Observations,,1869,,10,,23,
263320,Lamongan,16082,Confirmed Eruption,Indonesia,2,,1869,,4,,6,,Historical Observations,,1869,,5,,4,
357110,Llaima,12031,Confirmed Eruption,Chile,2,,1869,,4,,0,,Historical Observations,,,,,,,
343030,Izalco,10793,Confirmed Eruption,El Salvador,2,,1869,,3,?,1,,Historical Observations,,1869,,6,>,18,
352020,Guagua Pichincha,11488,Confirmed Eruption,Ecuador,2,,1869,,3,,0,,Historical Observations,,,,,,,
256010,Tinakula,15193,Confirmed Eruption,Solomon Islands,2,,1869,,3,,0,,Historical Observations,,,,,,,
357120,Villarrica,12130,Confirmed Eruption,Chile,2,,1869,,2,,4,,Historical Observations,,1869,,2,,24,4
358010,Osorno,12237,Confirmed Eruption,Chile,2,,1869,,0,,0,,Historical Observations,,,,,,,
358063,Reclus,12310,Confirmed Eruption,Chile,2,,1869,,0,,0,,Historical Observations,,,,,,,
357040,Planchon-Peteroa,11935,Uncertain Eruption,Chile,,,1869,,0,,0,,,,,,,,,
357080,Antuco,19911,Confirmed Eruption,Chile,2,,1869,,0,,0,,Historical Observations,,,,,,,
241080,Tongariro,13433,Confirmed Eruption,New Zealand,2,,1869,,0,,0,,Historical Observations,,,,,,,
233020,"Fournaise, Piton de la",14288,Confirmed Eruption,France,2,?,1869,,0,,0,,Historical Observations,,,,,,,
300070,Gorely,19017,Confirmed Eruption,Russia,2,,1869,,0,,0,,Historical Observations,,,,,,,
322010,Hood,20575,Uncertain Eruption,United States,,,1869,,0,,0,,,,,,,,,
284010,Izu-Oshima,18204,Uncertain Eruption,Japan,,,1868,,12,,31,365,,,,,,,,
273030,Mayon,16779,Confirmed Eruption,Philippines,2,,1868,,12,,17,,Historical Observations,,,,,,,
264180,Lewotobi,16284,Confirmed Eruption,Indonesia,2,,1868,,12,,15,,Historical Observations,,,,,,,
211060,Etna,13745,Confirmed Eruption,Italy,3,,1868,,11,?,26,,Historical Observations,,1868,,12,,8,
268060,Gamalama,16649,Confirmed Eruption,Indonesia,2,,1868,,11,,13,,Historical Observations,,1869,,2,,10,
261220,Kaba,15540,Confirmed Eruption,Indonesia,2,,1868,,10,,0,,Historical Observations,,1869,,0,,0,
352050,Cotopaxi,11573,Confirmed Eruption,Ecuador,2,,1868,,8,,15,,Historical Observations,,1868,,8,,16,
352020,Guagua Pichincha,11487,Confirmed Eruption,Ecuador,2,,1868,,8,,0,,Historical Observations,,,,,,,
264180,Lewotobi,16283,Confirmed Eruption,Indonesia,2,,1868,,7,<,13,,Historical Observations,,,,,,,
264110,Iya,16177,Confirmed Eruption,Indonesia,2,,1868,,5,,4,,Historical Observations,,,,,,,
332010,Kilauea,10066,Confirmed Eruption,United States,1,,1868,,4,?,2,,Historical Observations,,,,,,,
332020,Mauna Loa,10196,Confirmed Eruption,United States,2,,1868,,3,,27,,Historical Observations,,1868,,4,,22,
352020,Guagua Pichincha,11486,Confirmed Eruption,Ecuador,2,,1868,,3,,19,,Historical Observations,,1868,,3,,22,
268060,Gamalama,16648,Confirmed Eruption,Indonesia,1,,1868,,3,,13,,Historical Observations,,1868,,3,,13,
233020,"Fournaise, Piton de la",14287,Confirmed Eruption,France,0,,1868,,3,,0,,Historical Observations,,,,,,,
343030,Izalco,10709,Confirmed Eruption,El Salvador,2,,1868,,2,,16,,Historical Observations,,1868,,2,,17,
282020,Io-Torishima,16916,Confirmed Eruption,Japan,1,,1868,,2,,0,,Historical Observations,,1868,,4,,0,
268010,Dukono,16575,Confirmed Eruption,Indonesia,2,?,1868,,0,,0,,Historical Observations,,,,,,,
261160,Talang,15487,Uncertain Eruption,Indonesia,,,1868,3,0,,0,,,,,,,,,
224010,Cameroon,14124,Confirmed Eruption,Cameroon,2,,1868,,0,,0,,Historical Observations,,,,,,,
251010,Bam,14855,Discredited Eruption,Papua New Guinea,,,1868,,0,,0,,,,,,,,,
355030,Isluga,11824,Confirmed Eruption,Chile,2,,1868,,0,,0,,Historical Observations,,,,,,,
343100,San Miguel,10846,Confirmed Eruption,El Salvador,2,,1867,,12,,14,,Historical Observations,,1868,,2,>,16,
263310,Tengger Caldera,13450,Confirmed Eruption,Indonesia,2,,1867,,12,,13,,Historical Observations,,1868,,1,,12,
373100,Tjornes Fracture Zone,12957,Confirmed Eruption,Iceland,,,1867,,12,,0,,Historical Observations,,1868,,1,,0,
344070,"Negro, Cerro",10945,Confirmed Eruption,Nicaragua,2,,1867,,11,,14,,Historical Observations,,1867,,11,,30,
283190,Zaozan [Zaosan],17976,Confirmed Eruption,Japan,2,,1867,,10,,21,,Historical Observations,,,,,,,
285040,Shikotsu,18614,Confirmed Eruption,Japan,2,,1867,,9,,8,,Historical Observations,,,,,,,
373010,Grimsvotn,12817,Confirmed Eruption,Iceland,1,,1867,,8,,29,,Historical Observations,,,,,,,
382050,Terceira,19962,Confirmed Eruption,Portugal,3,,1867,,6,,1,,Historical Observations,,1867,,6,,8,
354020,Ubinas,11788,Confirmed Eruption,Peru,2,,1867,,5,,24,,Historical Observations,,1867,,5,,28,
263300,Semeru,15982,Confirmed Eruption,Indonesia,2,,1867,,4,,15,5,Historical Observations,,1867,,5,,0,
243110,Niuafo'ou,14788,Confirmed Eruption,Tonga,1,,1867,,4,,12,,Historical Observations,,,,,,,
343030,Izalco,10792,Confirmed Eruption,El Salvador,2,,1867,,4,,0,,Historical Observations,,1867,,8,,0,
345050,Barva,11195,Uncertain Eruption,Costa Rica,,,1867,,3,,0,,,,,,,,,
321010,Baker,20462,Uncertain Eruption,United States,,,1867,,3,,0,,,,,,,,,
264110,Iya,13708,Confirmed Eruption,Indonesia,2,,1867,,1,,0,,Historical Observations,,,,,,,
211070,Campi Flegrei del Mar di Sicilia,13870,Confirmed Eruption,Italy,0,,1867,,0,,0,,Historical Observations,,,,,,,
342090,Fuego,10713,Uncertain Eruption,Guatemala,2,,1867,,0,,0,,,,,,,,,
311320,Akutan,20006,Confirmed Eruption,United States,,,1867,,0,,0,,Historical Observations,,,,,,,
311310,Makushin,10462,Uncertain Eruption,United States,,,1867,,0,,0,,,,,,,,,
313020,Iliamna,20283,Confirmed Eruption,United States,2,,1867,,0,,0,,Historical Observations,,,,,,,
283260,Akita-Yakeyama,18080,Confirmed Eruption,Japan,,,1867,,0,,0,,Historical Observations,,,,,,,
352050,Cotopaxi,11572,Confirmed Eruption,Ecuador,2,,1867,,0,,0,,Historical Observations,,,,,,,
357120,Villarrica,12129,Uncertain Eruption,Chile,,,1867,,0,,0,,,,1868,,0,,0,
352050,Cotopaxi,11571,Confirmed Eruption,Ecuador,2,,1866,,9,,21,,Historical Observations,,1866,,9,,26,
263060,Gede-Pangrango,15652,Confirmed Eruption,Indonesia,2,,1866,,9,,18,,Historical Observations,,,,,,,
244010,Ofu-Olosega,14804,Confirmed Eruption,United States,2,,1866,,9,,12,,Historical Observations,,1866,,11,,15,5
263310,Tengger Caldera,13449,Confirmed Eruption,Indonesia,2,,1866,,7,,0,,Historical Observations,,,,,,,
343030,Izalco,10791,Confirmed Eruption,El Salvador,2,,1866,,4,,27,,Historical Observations,,1866,,8,,15,5
312030,Pavlof,20119,Confirmed Eruption,United States,2,,1866,,3,,14,,Historical Observations,,,,,,,
341040,Colima,10438,Discredited Eruption,Mexico,,,1866,,3,,4,,,,1868,,0,,0,
212040,Santorini,13887,Confirmed Eruption,Greece,2,,1866,,1,,26,,Historical Observations,,1870,,10,,15,
224010,Cameroon,14123,Confirmed Eruption,Cameroon,2,,1866,,1,?,0,,Historical Observations,,,,,,,
345070,Turrialba,11246,Confirmed Eruption,Costa Rica,3,,1866,,1,,0,,Historical Observations,,1866,,5,,8,
357110,Llaima,12030,Confirmed Eruption,Chile,2,,1866,,0,,0,,Historical Observations,,,,,,,
263300,Semeru,15981,Uncertain Eruption,Indonesia,2,,1866,,0,,0,,,,,,,,,
261120,Sorikmarapi,15407,Uncertain Eruption,Indonesia,,,1866,,0,,0,,,,,,,,,
272020,Kanlaon,16722,Confirmed Eruption,Philippines,2,,1866,,0,,0,,Historical Observations,,,,,,,
332020,Mauna Loa,10195,Confirmed Eruption,United States,0,,1865,,12,,30,,Historical Observations,,1866,,4,?,29,
263310,Tengger Caldera,13448,Confirmed Eruption,Indonesia,2,,1865,,12,,1,,Historical Observations,,1865,,12,,18,
263250,Merapi,15877,Confirmed Eruption,Indonesia,2,,1865,,10,,24,,Historical Observations,,1871,,8,?,0,
351080,Galeras,11359,Confirmed Eruption,Colombia,3,,1865,,10,,2,,Historical Observations,,1870,,0,,0,
322010,Hood,20574,Confirmed Eruption,United States,2,,1865,,9,,21,,Historical Observations,,1866,,1,?,0,
300260,Klyuchevskoy,19422,Confirmed Eruption,Russia,2,,1865,,9,,0,,Historical Observations,,,,,,,
264180,Lewotobi,16282,Confirmed Eruption,Indonesia,2,,1865,,5,,4,,Historical Observations,,,,,,,
263300,Semeru,15980,Confirmed Eruption,Indonesia,2,,1865,,4,,15,5,Historical Observations,,,,,,,
263310,Tengger Caldera,15988,Confirmed Eruption,Indonesia,2,,1865,,4,,0,,Historical Observations,,1865,,5,,0,
233020,"Fournaise, Piton de la",14286,Confirmed Eruption,France,2,,1865,,2,,5,,Historical Observations,,1865,,2,,10,
211060,Etna,13744,Confirmed Eruption,Italy,2,,1865,,1,,30,,Historical Observations,,1865,,6,,28,
233010,Karthala,14189,Confirmed Eruption,Comoros,2,,1865,,0,,0,,Historical Observations,,,,,,,
224010,Cameroon,14122,Confirmed Eruption,Cameroon,2,,1865,,0,,0,,Historical Observations,,,,,,,
243050,Fonuafo'ou,14735,Uncertain Eruption,Tonga,0,,1865,,0,,0,,,,,,,,,
255070,Savo,15185,Uncertain Eruption,Solomon Islands,,,1865,20,0,,0,,,,,,,,,
255020,Bagana,15115,Confirmed Eruption,Papua New Guinea,2,,1865,3,0,,0,,Historical Observations,,1883,,0,,0,
264140,Kelimutu,16261,Confirmed Eruption,Indonesia,2,,1865,5,0,,0,,Historical Observations,,,,,,,
271040,Makaturing,16704,Confirmed Eruption,Philippines,2,,1865,,0,,0,,Historical Observations,,,,,,,
311310,Makushin,19543,Confirmed Eruption,United States,,,1865,,0,,0,,Historical Observations,,,,,,,
311320,Akutan,20005,Confirmed Eruption,United States,,,1865,,0,,0,,Historical Observations,,,,,,,
311360,Shishaldin,20065,Uncertain Eruption,United States,,,1865,,0,,0,,,,,,,,,
321010,Baker,20461,Uncertain Eruption,United States,,,1865,,0,,0,,,,,,,,,
284140,Farallon de Pajaros,18479,Discredited Eruption,United States,,,1865,,0,,0,,,,,,,,,
354020,Ubinas,11787,Confirmed Eruption,Peru,2,,1865,,0,,0,,Historical Observations,,,,,,,
223020,Nyamulagira,14039,Confirmed Eruption,DR Congo,,,1865,,,,,,Historical Observations,,,,,,,
268060,Gamalama,16647,Confirmed Eruption,Indonesia,2,,1864,,12,,27,,Historical Observations,,1865,,1,,2,
241080,Tongariro,13432,Confirmed Eruption,New Zealand,2,,1864,,12,,0,,Historical Observations,,1865,,1,,0,
357070,"Chillan, Nevados de",11972,Confirmed Eruption,Chile,3,,1864,,11,,30,,Historical Observations,,1865,,2,,3,1
357130,Mocho-Choshuenco,12185,Confirmed Eruption,Chile,2,,1864,,11,,1,,Historical Observations,,1864,,11,,3,1
357091,Callaqui,19915,Uncertain Eruption,Chile,,,1864,,10,,0,,,,,,,,,
357120,Villarrica,12128,Confirmed Eruption,Chile,2,,1864,,10,,0,,Historical Observations,,,,,,,
268070,Makian,16687,Confirmed Eruption,Indonesia,1,,1864,,10,,0,,Historical Observations,,1864,,10,,0,
345060,Irazu,11211,Confirmed Eruption,Costa Rica,2,,1864,,9,,16,,Historical Observations,,1864,,9,,17,
345070,Turrialba,11245,Confirmed Eruption,Costa Rica,2,,1864,,8,,17,,Historical Observations,,1865,,3,,0,
211060,Etna,13743,Confirmed Eruption,Italy,2,,1864,,8,,5,4,Historical Observations,,1864,,9,,19,
263340,Raung,15921,Confirmed Eruption,Indonesia,2,,1864,,7,,2,,Historical Observations,,1864,,12,,0,
263300,Semeru,15979,Discredited Eruption,Indonesia,,,1864,,7,,2,,,,,,,,,
263320,Lamongan,16081,Confirmed Eruption,Indonesia,2,,1864,,6,,9,,Historical Observations,,1864,,7,,0,
257050,Lopevi,15299,Confirmed Eruption,Vanuatu,3,,1864,,6,,9,,Historical Observations,,,,,,,
267020,Karangetang,16497,Confirmed Eruption,Indonesia,2,,1864,,6,,6,,Historical Observations,,,,,,,
268060,Gamalama,16646,Uncertain Eruption,Indonesia,1,,1864,,6,,4,4,,,1864,,6,,25,5
343030,Izalco,10790,Confirmed Eruption,El Salvador,2,,1864,,5,,15,2,Historical Observations,,1865,,6,,15,5
211020,Vesuvius,13357,Confirmed Eruption,Italy,2,,1864,,2,,10,,Historical Observations,,1868,,11,,26,
268060,Gamalama,16645,Confirmed Eruption,Indonesia,2,,1864,,1,,20,,Historical Observations,,1864,,2,,17,
284140,Farallon de Pajaros,18478,Confirmed Eruption,United States,2,,1864,,1,,7,,Historical Observations,,,,,,,
263280,Kelud,15949,Confirmed Eruption,Indonesia,2,,1864,,1,?,4,,Historical Observations,,1864,,1,?,4,
284180,Alamagan,18527,Uncertain Eruption,United States,,,1864,,1,,0,,,,,,,,,
284170,Pagan,18507,Confirmed Eruption,United States,1,,1864,,0,,0,,Historical Observations,,,,,,,
264230,Lewotolok,16333,Confirmed Eruption,Indonesia,2,,1864,,0,,0,,Historical Observations,,,,,,,
357110,Llaima,12029,Confirmed Eruption,Chile,3,,1864,,0,,0,,Historical Observations,,,,,,,
233020,"Fournaise, Piton de la",14285,Confirmed Eruption,France,0,,1863,,12,,20,,Historical Observations,,1864,,1,,29,
357080,Antuco,19910,Confirmed Eruption,Chile,2,,1863,,12,,0,,Historical Observations,,,,,,,
268070,Makian,16686,Confirmed Eruption,Indonesia,1,,1863,,8,,25,,Historical Observations,,1863,,8,,31,
211070,Campi Flegrei del Mar di Sicilia,13869,Confirmed Eruption,Italy,2,,1863,,8,,12,,Historical Observations,,,,,,,
355030,Isluga,11823,Confirmed Eruption,Chile,1,,1863,,8,,0,,Historical Observations,,,,,,,
321010,Baker,20460,Confirmed Eruption,United States,2,,1863,,7,,0,,Historical Observations,,,,,,,
273030,Mayon,16778,Uncertain Eruption,Philippines,,,1863,,5,,30,,,,,,,,,
261140,Marapi,15427,Confirmed Eruption,Indonesia,2,,1863,,5,,23,,Historical Observations,,,,,,,
268060,Gamalama,16644,Uncertain Eruption,Indonesia,2,,1863,,5,?,1,,,,1863,,6,?,0,
211060,Etna,13742,Confirmed Eruption,Italy,3,,1863,,5,,1,,Historical Observations,,1863,,7,?,25,
283270,Iwakisan,18128,Confirmed Eruption,Japan,1,,1863,,3,,23,,Historical Observations,,,,,,,
342020,Tajumulco,10623,Uncertain Eruption,Guatemala,2,,1863,,0,,0,,,,,,,,,
222100,Longonot,13996,Confirmed Eruption,Kenya,0,,1863,5,0,,0,,Anthropology,,,,,,,
221100,Dubbi,13938,Uncertain Eruption,Eritrea,2,,1863,,0,,0,,,,,,,,,
221010,"Tair, Jebel at",13921,Confirmed Eruption,Yemen,2,,1863,,0,,0,,Historical Observations,,,,,,,
257050,Lopevi,15298,Confirmed Eruption,Vanuatu,2,,1863,,0,,0,,Historical Observations,,,,,,,
257040,Ambrym,15241,Confirmed Eruption,Vanuatu,2,,1863,,0,,0,,Historical Observations,,1864,,0,,0,
241080,Tongariro,13552,Confirmed Eruption,New Zealand,2,,1863,,0,,0,,Historical Observations,,1864,,4,,0,
343030,Izalco,10789,Confirmed Eruption,El Salvador,0,,1863,,0,,0,,Historical Observations,,,,,,,
352050,Cotopaxi,11570,Confirmed Eruption,Ecuador,2,,1863,,0,,0,,Historical Observations,,,,,,,
268060,Gamalama,16643,Confirmed Eruption,Indonesia,2,,1862,,7,,15,,Historical Observations,,1862,,10,,0,
373030,Bardarbunga,12883,Confirmed Eruption,Iceland,2,,1862,,6,,30,,Historical Observations,,1864,,10,,15,45
263250,Merapi,15848,Confirmed Eruption,Indonesia,2,,1862,,5,,26,,Historical Observations,,1864,,0,,0,
354040,Tutupaca,11800,Uncertain Eruption,Peru,2,,1862,,4,,,,Historical Observations,,1862,,5,,,
357080,Antuco,19909,Uncertain Eruption,Chile,,,1862,,1,,0,,,,1862,,3,,3,
343100,San Miguel,10845,Confirmed Eruption,El Salvador,2,,1862,,1,,0,,Historical Observations,,,,,,,
241080,Tongariro,13551,Confirmed Eruption,New Zealand,2,,1862,,1,,0,,Historical Observations,,,,,,,
233010,Karthala,14188,Uncertain Eruption,Comoros,2,,1862,,0,,0,,,,,,,,,
271080,Camiguin,16717,Confirmed Eruption,Philippines,2,,1862,,0,,0,,Historical Observations,,,,,,,
273030,Mayon,16777,Confirmed Eruption,Philippines,2,,1862,,0,,0,,Historical Observations,,,,,,,
311320,Akutan,20004,Uncertain Eruption,United States,,,1862,,0,,0,,,,,,,,,
357110,Llaima,12028,Confirmed Eruption,Chile,3,,1862,,0,,0,,Historical Observations,,,,,,,
354020,Ubinas,11786,Confirmed Eruption,Peru,2,,1862,,0,,0,,Historical Observations,,,,,,,
268070,Makian,16685,Confirmed Eruption,Indonesia,4,,1861,,12,,28,,Historical Observations,,1862,,10,,0,
342090,Fuego,10712,Uncertain Eruption,Guatemala,2,,1861,,11,,21,,,,,,,,,
357070,"Chillan, Nevados de",11971,Confirmed Eruption,Chile,2,,1861,,6,,0,,Historical Observations,,1863,,0,,0,
241100,Ruapehu,14612,Confirmed Eruption,New Zealand,2,,1861,,5,,16,,Historical Observations,,,,,,,
221100,Dubbi,13937,Confirmed Eruption,Eritrea,3,,1861,,5,,8,,Historical Observations,,1861,,10,?,0,
264180,Lewotobi,16281,Confirmed Eruption,Indonesia,2,,1861,,5,,4,,Historical Observations,,1861,,5,,18,
373010,Grimsvotn,12816,Uncertain Eruption,Iceland,2,,1861,,5,,0,,,,,,,,,
261140,Marapi,15426,Confirmed Eruption,Indonesia,2,,1861,,4,,0,,Historical Observations,,,,,,,
233020,"Fournaise, Piton de la",14284,Confirmed Eruption,France,2,,1861,,3,,19,,Historical Observations,,1861,,3,,19,
357080,Antuco,19908,Confirmed Eruption,Chile,0,,1861,,2,?,0,,Historical Observations,,1861,,8,?,0,
345070,Turrialba,11244,Uncertain Eruption,Costa Rica,,,1861,,0,,0,,,,,,,,,
382080,Sete Cidades,13022,Confirmed Eruption,Portugal,0,,1861,,0,,0,,,,,,,,,
257010,Suretamatai,15213,Confirmed Eruption,Vanuatu,2,?,1861,,0,,0,,Historical Observations,,,,,,,
263250,Merapi,15847,Confirmed Eruption,Indonesia,2,,1861,,0,,0,,Historical Observations,,,,,,,
263320,Lamongan,16080,Confirmed Eruption,Indonesia,2,,1861,,0,,0,,Historical Observations,,,,,,,
273030,Mayon,16776,Confirmed Eruption,Philippines,1,,1861,,0,,0,,Historical Observations,,,,,,,
233010,Karthala,14187,Confirmed Eruption,Comoros,0,,1860,,12,,29,,Historical Observations,,,,,,,
321010,Baker,20459,Uncertain Eruption,United States,,,1860,,12,,0,,,,,,,,,
273090,Cagua,16871,Confirmed Eruption,Philippines,2,,1860,,10,,0,,Historical Observations,,,,,,,
264050,Sangeang Api,16238,Confirmed Eruption,Indonesia,2,,1860,,9,,11,,Historical Observations,,1860,,10,,0,
263340,Raung,15920,Confirmed Eruption,Indonesia,2,,1860,,9,<,0,,Historical Observations,,,,,,,
342090,Fuego,10711,Confirmed Eruption,Guatemala,2,,1860,,8,,18,,Historical Observations,,1860,,9,,23,
357070,"Chillan, Nevados de",11970,Confirmed Eruption,Chile,2,,1860,,7,,25,,Historical Observations,,,,,,,
290390,Alaid,18882,Confirmed Eruption,Russia,3,,1860,,7,,7,,Historical Observations,,1860,,7,,9,
263310,Tengger Caldera,16033,Confirmed Eruption,Indonesia,2,,1860,,6,,12,,Historical Observations,,1860,,6,,14,
268060,Gamalama,16642,Uncertain Eruption,Indonesia,1,,1860,,6,,0,,,,,,,,,
372030,Katla,12676,Confirmed Eruption,Iceland,4,,1860,,5,,8,,Historical Observations,,1860,,5,,27,
263300,Semeru,15978,Confirmed Eruption,Indonesia,2,,1860,,4,,0,,Historical Observations,,1860,,6,,0,
263180,Slamet,15735,Confirmed Eruption,Indonesia,2,,1860,,3,,19,,Historical Observations,,1860,,4,,11,
233020,"Fournaise, Piton de la",14283,Confirmed Eruption,France,2,,1860,,1,,22,,Historical Observations,,1860,,3,,20,
268070,Makian,16684,Uncertain Eruption,Indonesia,1,,1860,,0,,0,,,,,,,,,
273030,Mayon,16775,Confirmed Eruption,Philippines,,,1860,,0,,0,,Historical Observations,,,,,,,
274030,Babuyan Claro,16881,Confirmed Eruption,Philippines,2,,1860,,0,,0,,Historical Observations,,,,,,,
282080,Aira,17071,Confirmed Eruption,Japan,1,,1860,,0,,0,,Historical Observations,,,,,,,
290090,Chirippusan [Chirip],18759,Confirmed Eruption,Japan,1,?,1860,,0,,0,,Historical Observations,,,,,,,
357040,Planchon-Peteroa,11934,Confirmed Eruption,Chile,2,,1860,,0,,0,,Historical Observations,,,,,,,
353050,"Negra, Sierra",11705,Confirmed Eruption,Ecuador,2,,1860,,0,,0,,,,,,,,,
351060,Purace,11321,Confirmed Eruption,Colombia,2,,1860,9,0,,0,,Historical Observations,,,,,,,
352050,Cotopaxi,11569,Confirmed Eruption,Ecuador,2,,1860,,0,,0,,Historical Observations,,1862,,0,,0,
345040,Poas,11148,Confirmed Eruption,Costa Rica,1,,1860,,0,,0,,Historical Observations,,,,,,,
263340,Raung,15919,Confirmed Eruption,Indonesia,2,,1859,,12,,14,,Historical Observations,,,,,,,
343030,Izalco,10788,Confirmed Eruption,El Salvador,0,,1859,,12,,8,,Historical Observations,,1860,,1,,22,
321010,Baker,20458,Confirmed Eruption,United States,2,,1859,,11,,0,,Historical Observations,,1860,,4,?,26,
290380,Ebeko,18867,Confirmed Eruption,Russia,2,,1859,,9,,27,,Historical Observations,,,,,,,
353020,Wolf,20897,Confirmed Eruption,Ecuador,,,1859,,8,,26,,Historical Observations,,1859,,8,,29,
344010,Cosiguina,10874,Confirmed Eruption,Nicaragua,,,1859,,8,,25,,Historical Observations,,,,,,,
322010,Hood,20573,Confirmed Eruption,United States,2,,1859,,8,,15,,Historical Observations,,1859,,8,,17,
264180,Lewotobi,16280,Uncertain Eruption,Indonesia,,,1859,,7,,0,,,,,,,,,
357120,Villarrica,12127,Confirmed Eruption,Chile,2,,1859,,5,,19,,Historical Observations,,1860,,4,,12,
233020,"Fournaise, Piton de la",14282,Confirmed Eruption,France,2,,1859,,5,,8,,Historical Observations,,1859,,5,>,23,
241080,Tongariro,13550,Confirmed Eruption,New Zealand,1,,1859,,4,,21,,Historical Observations,,,,,,,
263320,Lamongan,16079,Confirmed Eruption,Indonesia,2,,1859,,2,,27,,Historical Observations,,1859,,3,,0,
263310,Tengger Caldera,16032,Confirmed Eruption,Indonesia,2,,1859,,1,,30,,Historical Observations,,1859,,3,,4,4
332020,Mauna Loa,10194,Confirmed Eruption,United States,1,,1859,,1,,23,,Historical Observations,,1859,,11,,25,
273030,Mayon,16774,Confirmed Eruption,Philippines,,,1859,,0,,0,,Historical Observations,,,,,,,
265070,Serua,16392,Confirmed Eruption,Indonesia,2,,1859,,0,,0,,Historical Observations,,,,,,,
233010,Karthala,14186,Confirmed Eruption,Comoros,2,,1859,,0,,0,,Historical Observations,,,,,,,
352050,Cotopaxi,11568,Confirmed Eruption,Ecuador,2,,1859,,0,,0,,Historical Observations,,,,,,,
344100,Masaya,11019,Confirmed Eruption,Nicaragua,2,,1858,,11,,10,,Historical Observations,,1859,,3,,27,
233020,"Fournaise, Piton de la",14281,Confirmed Eruption,France,2,,1858,,11,,3,,Historical Observations,,1859,,1,,0,
268060,Gamalama,16641,Uncertain Eruption,Indonesia,1,,1858,,11,,0,,,,1859,,9,,0,
352050,Cotopaxi,11567,Confirmed Eruption,Ecuador,2,,1858,,11,,0,,Historical Observations,,1858,,12,,0,
263310,Tengger Caldera,16031,Confirmed Eruption,Indonesia,2,,1858,,10,,18,,Historical Observations,,,,,,,
283080,Midagahara,17531,Discredited Eruption,Japan,,,1858,,4,,8,,,,,,,,,
344100,Masaya,11018,Uncertain Eruption,Nicaragua,,,1858,,4,,0,,,,,,,,,
355100,Lascar,11850,Confirmed Eruption,Chile,2,,1858,,4,,0,,Historical Observations,,1858,,12,,0,
263310,Tengger Caldera,16030,Confirmed Eruption,Indonesia,2,,1858,,3,,4,,Historical Observations,,,,,,,
271060,Ragang,16710,Confirmed Eruption,Philippines,2,,1858,,2,,18,,Historical Observations,,,,,,,
